section;town;name;id
2;37;293;293
2;37;294;294
2;37;295;295
2;37;296;296
2;37;297;297
2;37;298;298
2;87;747;747
2;87;747A;747A
2;87;748;748
2;87;748A;748A
2;87;748B;748B
2;87;748C;748C
2;87;748D;748D
2;87;748E;748E
2;87;749;749
2;87;750;750
2;87;751;751
2;87;752;752
2;87;753;753
2;87;753A;753A
2;87;754;754
2;87;754A;754A
2;87;755;755
2;87;756;756
2;87;757;757
2;87;758;758
2;87;759;759
2;93;797;797
2;93;798;798
2;93;800;800
2;93;801;801
2;93;802;802
2;93;803;803
2;93;804;804
2;96;823;823
2;96;824;824
2;96;825;825
2;96;826;826
2;96;827;827
2;96;828;828
2;96;829;829
2;96;830;830
2;9;105;105
2;9;106;106
2;9;107;107
2;9;108;108
2;9;109;109
2;9;110;110
2;9;111;111
2;9;113;113
2;9;114;114
3;109;924;924
3;109;925;925
3;109;926;926
3;109;927;927
3;11;789;789
3;11;789A;789A
3;11;789B;789B
3;11;789C;789C
3;11;789D;789D
3;11;789E;789E
3;11;789F;789F
3;11;790;790
3;11;790A;790A
3;11;792;792
3;11;792A;792A
3;11;792B;792B
3;11;792C;792C
3;11;792D;792D
3;128;304;304
3;128;304A;304A
3;128;304B;304B
3;128;304C;304C
3;12;511;511
3;12;512;512
3;12;513;513
3;12;513A;513A
3;131;611;611
3;131;612;612
3;131;613;613
3;131;613A;613A
3;131;613B;613B
3;132;289;289
3;132;290;290
3;132;290A;290A
3;132;290B;290B
3;15;148;148
3;15;149;149
3;15;150;150
3;15;151;151
3;15;152;152
3;15;153;153
3;15;153A;153A
3;17;157;157
3;17;158;158
3;17;158A;158A
3;17;158B;158B
3;17;159;159
3;17;160;160
3;17;161;161
3;17;162;162
3;34;490;490
3;34;491;491
3;34;491A;491A
3;34;492;492
3;36;286;286
3;36;286A;286A
3;36;287;287
3;36;287A;287A
3;36;287B;287B
3;36;287C;287C
3;36;287D;287D
3;36;288;288
3;36;288A;288A
3;36;288B;288B
3;36;291;291
3;36;291A;291A
3;38;302;302
3;38;302A;302A
3;38;302B;302B
3;38;302C;302C
3;38;302D;302D
3;38;302E;302E
3;38;302F;302F
3;38;303;303
3;38;303A;303A
3;38;303B;303B
3;3;17;17
3;3;18;18
3;3;18A;18A
3;3;19;19
3;3;20;20
3;3;20A;20A
3;3;21;21
3;3;21A;21A
3;3;22;22
3;3;22A;22A
3;3;22B;22B
3;4;23;23
3;4;24;24
3;4;25;25
3;4;26;26
3;4;27;27
3;4;30;30
3;4;31;31
3;4;32;32
3;4;33;33
3;4;34;34
3;4;37;37
3;4;38;38
3;4;39;39
3;4;40;40
3;61;626;626
3;61;626A;626A
3;61;627;627
3;61;628;628
3;61;629;629
3;61;629A;629A
3;61;629B;629B
3;61;630;630
3;61;631;631
3;61;631A;631A
3;61;631B;631B
3;61;631C;631C
3;61;631D;631D
3;61;632;632
3;61;632A;632A
3;61;632B;632B
3;61;633;633
3;61;634;634
3;61;635;635
3;61;635A;635A
3;61;635B;635B
3;61;635C;635C
3;61;635D;635D
3;61;635E;635E
3;61;635F;635F
3;62;259;259
3;62;260;260
3;62;261;261
3;62;262;262
3;62;263;263
3;62;264;264
3;62;265;265
3;62;271;271
3;62;272;272
3;62;273;273
3;62;274;274
3;62;275;275
3;62;276;276
3;69;574;574
3;69;575;575
3;69;576;576
3;69;576A;576A
3;69;577;577
3;69;578;578
3;69;579;579
3;69;580;580
3;69;581;581
3;70;583;583
3;70;584;584
3;70;585;585
3;70;586;586
3;70;587;587
3;70;588;588
3;70;589;589
3;70;590;590
3;70;590A;590A
3;70;591;591
3;70;592;592
3;70;593;593
3;70;593A;593A
3;72;604;604
3;72;605;605
3;72;606;606
3;72;607;607
3;72;608;608
3;72;609;609
3;72;610;610
3;92;783;783
3;92;783A;783A
3;92;784;784
3;92;785;785
3;92;785A;785A
3;92;785B;785B
3;92;786;786
3;92;786A;786A
3;92;787;787
3;92;787A;787A
3;92;788;788
3;92;788A;788A
3;92;788B;788B
3;92;788C;788C
3;92;791;791
3;92;791A;791A
3;92;791B;791B
4;115;957;957
4;115;958;958
4;115;959;959
4;115;959A;959A
4;115;960;960
4;115;961;961
4;115;961A;961A
4;115;961B;961B
4;115;961C;961C
4;115;961D;961D
4;127;361;361
4;127;361A;361A
4;127;362;362
4;14;136;136
4;14;137;137
4;14;138;138
4;14;139;139
4;14;140;140
4;14;141;141
4;14;142;142
4;14;143;143
4;14;144;144
4;14;145;145
4;19;164;164
4;19;164A;164A
4;19;165;165
4;19;165A;165A
4;19;165B;165B
4;19;166;166
4;19;166A;166A
4;19;167;167
4;19;167A;167A
4;20;169;169
4;20;170;170
4;20;171;171
4;20;171A;171A
4;20;172;172
4;20;173;173
4;29;189;189
4;29;190;190
4;29;191;191
4;29;192;192
4;29;193;193
4;29;194;194
4;29;195;195
4;29;196;196
4;29;196A;196A
4;29;197;197
4;29;198;198
4;2;10;10
4;2;11;11
4;2;12;12
4;2;13;13
4;2;14;14
4;2;15;15
4;31;211;211
4;31;212;212
4;31;213;213
4;31;214;214
4;31;215;215
4;31;216;216
4;31;217;217
4;31;218;218
4;31;219;219
4;31;220;220
4;31;221;221
4;31;222;222
4;31;223;223
4;31;224;224
4;31;225;225
4;31;226;226
4;41;314;314
4;41;314A;314A
4;41;315;315
4;41;316;316
4;41;316A;316A
4;41;317;317
4;41;318;318
4;49;354;354
4;49;356;356
4;49;357;357
4;49;358;358
4;49;359;359
4;49;360;360
4;54;404;404
4;54;405;405
4;54;406;406
4;54;407;407
4;54;408;408
4;54;409;409
4;54;410;410
4;55;411;411
4;55;412;412
4;55;413;413
4;55;414;414
4;55;415;415
4;55;416;416
4;55;417;417
4;55;418;418
4;55;419;419
4;55;420;420
4;55;421;421
4;55;422;422
4;58;742;742
4;58;742A;742A
4;58;742B;742B
4;60;444;444
4;60;445;445
4;60;446;446
4;60;447;447
4;60;448;448
4;60;449;449
4;60;450;450
4;60;451;451
4;60;452;452
4;60;453;453
4;60;454;454
4;60;455;455
4;60;456;456
4;66;549;549
4;66;550;550
4;66;551;551
4;66;552;552
4;66;553;553
4;67;554;554
4;67;555;555
4;67;556;556
4;67;557;557
4;67;558;558
4;67;559;559
4;67;560;560
4;67;561;561
4;67;562;562
4;67;563;563
4;67;564;564
4;67;565;565
4;67;566;566
4;67;567;567
4;67;567A;567A
4;83;696;696
4;83;697;697
4;83;698;698
4;83;699;699
4;83;700;700
4;83;701;701
4;83;701A;701A
4;83;703;703
4;83;704;704
4;83;705;705
4;83;705A;705A
4;83;706;706
4;83;707;707
4;83;708;708
4;83;709;709
4;85;734;734
4;85;734A;734A
4;85;735;735
4;85;736;736
4;85;738;738
4;85;738A;738A
4;85;739;739
4;85;740;740
4;85;741;741
4;95;815;815
4;95;816;816
4;95;817;817
4;95;818;818
4;95;819;819
4;95;820;820
4;95;821;821
5;104;871;871
5;104;871A;871A
5;104;871B;871B
5;104;871C;871C
5;104;871D;871D
5;111;933;933
5;111;934;934
5;111;935;935
5;111;936;936
5;111;937;937
5;111;938;938
5;111;939;939
5;111;940;940
5;116;951;951
5;119;337;337
5;119;337A;337A
5;119;337B;337B
5;119;337C;337C
5;119;337D;337D
5;119;337E;337E
5;123;344;344
5;135;207L;207L
5;23;185;185
5;23;186;186
5;23;187;187
5;30;201;201
5;30;202;202
5;30;203;203
5;30;204;204
5;30;205;205
5;30;206;206
5;30;208;208
5;30;209;209
5;30;209A;209A
5;33;282;282
5;33;283;283
5;33;284;284
5;33;285;285
5;39;305;305
5;39;306;306
5;39;307;307
5;39;308;308
5;39;309;309
5;42;320;320
5;42;321;321
5;42;322;322
5;42;323;323
5;42;324;324
5;43;326;326
5;43;327;327
5;43;328;328
5;46;338;338
5;46;338A;338A
5;46;338B;338B
5;47;340;340
5;47;341;341
5;47;342;342
5;47;343;343
5;48;345;345
5;48;346;346
5;48;347;347
5;48;348;348
5;48;349;349
5;48;350;350
5;48;351;351
5;48;352;352
5;50;364;364
5;50;365;365
5;50;366;366
5;50;366A;366A
5;50;367;367
5;50;368;368
5;50;369;369
5;50;370;370
5;5;46;46
5;5;48;48
5;5;49;49
5;5;50;50
5;5;51;51
5;5;52;52
5;5;53;53
5;5;54;54
5;5;55;55
5;5;56;56
5;5;57;57
5;65;538;538
5;65;539;539
5;65;540;540
5;65;541;541
5;65;542;542
5;65;543;543
5;65;544;544
5;65;545;545
5;68;568;568
5;68;568A;568A
5;68;569;569
5;68;569A;569A
5;68;570;570
5;68;571;571
5;68;572;572
5;73;615;615
5;73;616;616
5;73;617;617
5;73;617A;617A
5;74;619;619
5;74;620;620
5;74;621;621
5;74;621A;621A
5;74;622;622
5;74;622A;622A
5;74;622B;622B
5;78;656;656
5;78;657;657
5;78;658;658
5;78;659;659
5;78;660;660
5;78;661;661
5;78;662;662
5;82;686;686
5;82;686A;686A
5;82;687;687
5;82;688;688
5;82;689;689
5;82;691;691
5;82;691A;691A
5;82;692;692
5;88;765;765
5;88;765A;765A
5;88;766;766
5;8;100;100
5;8;101;101
5;8;102;102
5;8;103;103
5;8;103A;103A
5;8;104;104
5;8;98;98
5;8;99;99
5;90;339;339
5;90;339A;339A
5;90;339B;339B
5;90;339C;339C
5;94;806;806
5;94;807;807
5;94;808;808
5;94;809;809
5;94;810;810
5;94;811;811
5;94;812;812
5;94;813;813
6;100;746;746
6;100;746A;746A
6;114;953;953
6;114;954;954
6;114;955;955
6;114;955A;955A
6;114;955B;955B
6;114;956;956
6;117;964;964
6;117;968;968
6;117;969;969
6;117;970;970
6;117;972;972
6;117;973;973
6;117;973A;973A
6;117;974;974
6;117;975;975
6;117;975A;975A
6;117;975B;975B
6;117;976;976
6;117;977;977
6;117;978;978
6;120;239;239
6;124;1007;1007
6;124;1008;1008
6;124;1009;1009
6;124;1010;1010
6;124;1011;1011
6;124;1011A;1011A
6;126;744;744
6;126;745;745
6;1;1;1
6;1;2;2
6;1;3;3
6;1;4;4
6;1;5;5
6;1;6;6
6;1;7;7
6;22;729;729
6;22;730;730
6;22;731;731
6;22;731A;731A
6;22;732;732
6;22;733;733
6;25;232;232
6;25;232A;232A
6;25;233;233
6;25;234;234
6;25;235;235
6;25;236;236
6;25;236A;236A
6;25;237;237
6;25;237A;237A
6;25;238;238
6;26;240;240
6;26;241;241
6;26;242;242
6;26;243;243
6;26;244;244
6;26;245;245
6;26;246;246
6;27;248;248
6;27;248A;248A
6;27;248B;248B
6;27;248C;248C
6;27;248D;248D
6;27;248E;248E
6;27;248F;248F
6;27;249;249
6;27;249A;249A
6;27;249B;249B
6;28;252;252
6;28;253;253
6;28;254;254
6;28;255;255
6;28;255A;255A
6;28;256;256
6;28;256A;256A
6;28;257;257
6;28;258;258
6;28;258A;258A
6;28;258B;258B
6;28;258C;258C
6;32;179;179
6;32;180;180
6;32;181;181
6;32;182;182
6;32;183;183
6;44;330;330
6;44;331;331
6;44;332;332
6;44;333;333
6;44;334;334
6;44;335;335
6;44;336;336
6;56;424;424
6;56;427;427
6;56;428;428
6;57;430;430
6;57;431;431
6;57;432;432
6;57;433;433
6;57;434;434
6;59;436;436
6;59;437;437
6;59;438;438
6;59;439;439
6;59;440;440
6;59;441;441
6;59;442;442
6;64;524;524
6;64;525;525
6;64;526;526
6;64;527;527
6;64;528;528
6;7;72;72
6;7;73;73
6;7;74;74
6;7;75;75
6;7;76;76
6;7;77;77
6;7;78;78
6;7;79;79
6;7;80;80
6;7;83;83
6;7;84;84
6;7;85;85
6;7;86;86
6;7;87;87
6;7;88;88
6;7;89;89
6;7;90;90
6;7;91;91
6;7;92;92
6;7;93;93
6;86;743;743
6;91;776;776
6;91;777;777
6;91;777A;777A
6;91;778;778
6;91;779;779
6;91;780;780
6;91;781;781
6;91;782;782
6;98;839;839
6;98;840;840
6;98;841;841
6;98;842;842
6;98;843;843
6;98;844;844
7;100;846;846
7;100;847;847
7;100;848;848
7;100;849;849
7;100;849A;849A
7;100;850;850
7;100;851;851
7;100;852;852
7;112;944;944
7;112;945;945
7;112;946;946
7;112;947;947
7;112;948;948
7;112;949;949
7;121;980;980
7;121;981;981
7;121;982;982
7;121;983;983
7;121;984;984
7;121;985;985
7;121;986;986
7;121;987;987
7;121;988;988
7;121;989;989
7;121;990;990
7;121;991;991
7;13;125;125
7;13;125A;125A
7;13;126;126
7;13;127;127
7;13;128;128
7;13;129;129
7;13;130;130
7;13;131;131
7;13;131A;131A
7;13;132;132
7;13;133;133
7;40;310;310
7;40;311;311
7;40;312;312
7;40;313;313
7;6;60;60
7;6;61;61
7;6;62;62
7;6;62A;62A
7;6;62B;62B
7;6;63;63
7;6;64;64
7;6;65;65
7;6;66;66
7;6;67;67
7;6;68;68
7;6;69;69
7;84;711;711
7;84;711A;711A
7;84;711B;711B
7;84;711C;711C
7;84;711D;711D
7;84;711E;711E
7;84;712;712
7;84;713;713
7;84;714;714
7;84;715;715
7;84;716;716
7;84;717;717
7;84;718;718
7;84;718A;718A
7;84;719;719
7;84;719A;719A
7;84;720;720
7;84;721;721
7;84;722;722
7;84;723;723
7;84;723A;723A
7;84;724;724
7;84;725;725
7;84;726;726
7;97;832;832
7;97;833;833
7;97;834;834
7;97;835;835
7;97;836;836
7;97;837;837
8;63;460;460
8;63;461;461
8;63;462;462
8;63;463;463
8;63;464;464
8;63;465;465
8;63;466;466
8;63;467;467
8;63;468;468
8;63;469;469
8;63;471;471
8;63;472;472
8;63;473;473
8;63;474;474
8;63;475;475
8;63;476;476
8;63;477;477
8;63;480;480
8;63;481;481
8;63;482;482
8;63;483;483
8;63;484;484
8;63;485;485
8;63;486;486
8;63;487;487
8;63;488;488
8;63;493;493
8;63;495;495
8;63;496;496
8;63;496A;496A
8;63;496B;496B
8;63;496C;496C
8;63;496D;496D
8;63;496E;496E
8;63;496F;496F
8;63;497;497
8;63;497A;497A
8;63;497B;497B
8;63;497C;497C
8;63;497D;497D
8;63;497E;497E
8;63;497F;497F
8;63;498;498
8;63;501;501
8;63;502;502
8;63;503;503
8;63;503A;503A
8;63;504;504
8;63;504A;504A
8;63;505;505
8;63;505A;505A
8;63;505B;505B
8;63;508;508
8;63;508A;508A
8;63;508B;508B
8;63;508C;508C
8;63;508D;508D
8;63;508E;508E
8;63;508F;508F
8;63;508G;508G
8;63;509;509
8;63;509A;509A
8;63;516;516
8;63;517;517
8;63;518;518
8;63;519;519
8;63;520;520
8;63;521;521
